Transcript	GO.IDs
TR575978|c0_g1_i1	GO:0008233;GO:0043167
TR575979|c1_g1_i2	
TR575979|c1_g1_i4	
TR575979|c1_g1_i6	
TR575986|c0_g2_i3	
TR575992|c0_g2_i1	GO:0016020
TR575992|c0_g3_i1	
TR575992|c0_g3_i2	GO:0004842;GO:0016020;GO:0016021;GO:0016567;GO:0031463
TR575992|c0_g3_i3	GO:0004842;GO:0016020;GO:0016021;GO:0016567;GO:0031463
TR575999|c2_g1_i1	
TR576001|c3_g3_i1	
TR576002|c1_g2_i2	
TR576002|c1_g2_i5	
TR576003|c0_g1_i1	
TR576003|c0_g2_i1	GO:0003674
TR576008|c3_g4_i1	GO:0003824;GO:0030151;GO:0030170
TR576008|c3_g4_i2	GO:0003824;GO:0030151;GO:0030170
TR576008|c3_g4_i5	GO:0003824;GO:0030151;GO:0030170
TR576008|c3_g4_i6	GO:0043167
TR576009|c2_g1_i2	GO:0005089;GO:0035023
TR576009|c2_g1_i3	GO:0005089;GO:0035023
TR576009|c2_g1_i4	GO:0005089;GO:0035023
TR576009|c2_g1_i5	GO:0005089;GO:0035023
TR576010|c1_g3_i2	GO:0016706;GO:0018193
TR576010|c1_g3_i3	GO:0016706;GO:0018193
TR576011|c2_g1_i2	
TR576011|c2_g1_i4	
TR576011|c2_g1_i6	
TR576024|c1_g1_i6	
TR576026|c0_g2_i1	
TR576026|c1_g1_i1	
TR576030|c2_g2_i1	
TR576030|c2_g3_i1	
TR576030|c2_g3_i2	
TR576030|c2_g8_i1	
TR576030|c2_g8_i2	
TR576038|c2_g1_i1	
TR576038|c3_g1_i1	
TR576044|c2_g2_i1	
TR576045|c3_g1_i6	
TR576048|c0_g4_i2	
TR576048|c0_g4_i4	
TR576048|c0_g4_i5	
TR576048|c0_g4_i7	
TR576048|c0_g4_i8	
TR576050|c0_g1_i2	GO:0003682;GO:0005515;GO:0006355;GO:0007064;GO:0007507;GO:0043227;GO:0043229;GO:0048518;GO:0048562;GO:0050793;GO:0051239
TR576053|c3_g2_i1	
TR576053|c4_g2_i2	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016310
TR576053|c5_g1_i3	
TR576055|c1_g3_i3	GO:0005576;GO:0005829;GO:0006810;GO:0032991;GO:0043167
TR576057|c3_g1_i1	GO:0005737;GO:0006399
TR576057|c3_g3_i1	GO:0002098;GO:0005829;GO:0016783;GO:0032447;GO:0034227;GO:0070062
TR576057|c3_g3_i2	GO:0002098;GO:0005829;GO:0016783;GO:0032447;GO:0034227;GO:0070062
TR576058|c1_g5_i1	GO:0003677;GO:0005634;GO:0006260;GO:0006281;GO:0006310
TR576058|c1_g5_i3	GO:0003677;GO:0005634;GO:0006260;GO:0006281;GO:0006310
TR576060|c3_g5_i3	
TR576060|c3_g5_i9	
TR576060|c3_g7_i1	
TR576060|c3_g7_i2	
TR576061|c6_g3_i2	
TR576061|c6_g3_i3	
TR576062|c4_g3_i1	GO:0003785;GO:0007015
TR576071|c1_g1_i1	
TR576071|c1_g2_i1	
TR576071|c1_g2_i2	
TR576071|c1_g2_i3	
TR576076|c1_g1_i2	
TR576076|c1_g1_i3	
TR576076|c1_g1_i7	
TR576081|c4_g3_i1	
TR576081|c4_g3_i2	
TR576081|c4_g3_i3	
TR576088|c3_g1_i1	GO:0030234
TR576088|c3_g2_i1	GO:0016020;GO:0016021
TR576091|c5_g6_i1	
TR576094|c2_g3_i1	
TR576094|c2_g3_i2	
TR576099|c2_g2_i3	
TR576105|c4_g1_i10	GO:0003723;GO:0004672;GO:0005524;GO:0005634;GO:0006396;GO:0006468;GO:1990904
TR576105|c4_g1_i12	GO:0003723;GO:0004672;GO:0005524;GO:0005634;GO:0006396;GO:0006468;GO:1990904
TR576105|c4_g1_i13	GO:0003723;GO:0004672;GO:0005524;GO:0005634;GO:0006396;GO:0006468;GO:1990904
TR576105|c4_g1_i15	GO:0003723;GO:0005634;GO:0034641
TR576105|c4_g1_i16	GO:0003723;GO:0004672;GO:0005524;GO:0005634;GO:0006396;GO:0006468;GO:1990904
TR576105|c4_g1_i17	GO:0003723;GO:0004672;GO:0005524;GO:0005634;GO:0006396;GO:0006468;GO:1990904
TR576105|c4_g1_i18	GO:0003723;GO:0004672;GO:0005524;GO:0005634;GO:0006396;GO:0006468;GO:1990904
TR576105|c4_g1_i2	GO:0003723;GO:0004672;GO:0005524;GO:0005634;GO:0006396;GO:0006468;GO:1990904
TR576105|c4_g1_i5	
TR576113|c5_g2_i1	GO:0005634;GO:0008152;GO:0016740;GO:0016787;GO:0097159;GO:1901363
TR576113|c5_g2_i4	GO:0005634;GO:0008152;GO:0016740;GO:0016787;GO:0097159;GO:1901363
TR576115|c1_g11_i1	
TR576115|c1_g7_i4	
TR576116|c1_g1_i1	
TR576125|c4_g1_i1	
TR576125|c5_g1_i3	GO:0016779
TR576125|c5_g1_i5	GO:0016779
TR576125|c5_g1_i9	GO:0016779
TR576126|c3_g3_i1	
TR576126|c3_g4_i1	
TR576126|c3_g7_i1	
TR576126|c3_g7_i2	GO:0016020
TR576130|c2_g2_i3	
TR576130|c2_g2_i4	
TR576133|c3_g1_i12	
TR576135|c3_g2_i1	GO:0006950
TR576135|c3_g2_i2	GO:0006950
TR576136|c1_g1_i1	GO:0005515;GO:0009987
TR576137|c1_g1_i1	
TR576137|c1_g1_i2	
TR576140|c2_g1_i1	
TR576140|c2_g5_i5	GO:0005737
TR576140|c2_g5_i7	GO:0005737
TR576140|c2_g6_i1	
TR576140|c2_g7_i1	
TR576140|c2_g7_i3	
TR576141|c1_g1_i1	
TR576141|c1_g2_i1	
TR576141|c1_g2_i2	
TR576142|c3_g1_i1	
TR576142|c3_g2_i4	GO:0016020;GO:0016021;GO:0016740
TR576142|c3_g2_i5	
TR576142|c3_g3_i1	GO:0016020
TR576142|c3_g3_i2	GO:0016020
TR576142|c3_g5_i2	GO:0016021
TR576142|c3_g7_i4	
TR576143|c2_g1_i2	GO:0004222;GO:0006508;GO:0016020
TR576143|c2_g2_i1	GO:0004222;GO:0006508
TR576143|c2_g2_i2	GO:0008233
TR576146|c2_g2_i1	
TR576146|c2_g2_i4	
TR576147|c1_g1_i1	
TR576147|c1_g10_i1	GO:0005737;GO:0030234
TR576147|c1_g10_i3	GO:0005737;GO:0030234
TR576147|c1_g6_i1	
TR576147|c1_g9_i1	
TR576150|c1_g2_i1	
TR576150|c1_g2_i2	
TR576150|c1_g3_i1	
TR576154|c0_g1_i1	
TR576155|c2_g1_i1	
TR576155|c2_g1_i2	
TR576155|c2_g1_i3	
TR576155|c2_g1_i4	
TR576157|c1_g1_i2	
TR576157|c1_g1_i3	
TR576158|c1_g2_i1	
TR576158|c1_g2_i10	
TR576158|c1_g2_i5	
TR576159|c1_g5_i1	
TR576159|c1_g7_i1	GO:0003674
TR576159|c1_g7_i3	GO:0003674
TR576162|c1_g1_i1	GO:0001085;GO:0001933;GO:0005524;GO:0005634;GO:0005811;GO:0005829;GO:0009408;GO:0010628;GO:0010629;GO:0032092;GO:0033613;GO:0043066;GO:0043392;GO:0044877;GO:0045040;GO:0051131;GO:0070062
TR576162|c1_g1_i2	
TR576164|c3_g1_i1	
TR576165|c5_g2_i5	
TR576168|c0_g1_i1	GO:0005737;GO:0007052;GO:0007346;GO:0051642;GO:0090435
TR576168|c0_g1_i4	GO:0005737;GO:0007052;GO:0007346;GO:0051642;GO:0090435
TR576170|c2_g3_i1	
TR576171|c1_g2_i1	
TR576171|c1_g2_i4	
TR576172|c3_g1_i3	GO:0030234
TR576177|c3_g3_i1	GO:0005737;GO:0043226
TR576180|c3_g3_i5	
TR576181|c4_g1_i1	
TR576181|c4_g1_i2	
TR576181|c4_g2_i1	
TR576182|c4_g1_i1	GO:0001947;GO:0003356;GO:0005634;GO:0005886;GO:0005930;GO:0030324;GO:0035469;GO:0036158;GO:0036159;GO:0044458;GO:0060972;GO:0070840;GO:0071907;GO:0071910
TR576182|c4_g1_i2	GO:0001947;GO:0003356;GO:0005634;GO:0005886;GO:0005930;GO:0030324;GO:0035469;GO:0036158;GO:0036159;GO:0044458;GO:0060972;GO:0070840;GO:0071907;GO:0071910
TR576182|c4_g1_i3	GO:0001947;GO:0003356;GO:0005634;GO:0005886;GO:0005930;GO:0030324;GO:0035469;GO:0036158;GO:0036159;GO:0044458;GO:0060972;GO:0070840;GO:0071907;GO:0071910
TR576182|c4_g1_i5	GO:0001947;GO:0003356;GO:0005634;GO:0005886;GO:0005930;GO:0030324;GO:0035469;GO:0036158;GO:0036159;GO:0044458;GO:0060972;GO:0070840;GO:0071907;GO:0071910
TR576182|c4_g1_i7	GO:0001947;GO:0003356;GO:0005634;GO:0005886;GO:0005930;GO:0030324;GO:0035469;GO:0036158;GO:0036159;GO:0044458;GO:0060972;GO:0070840;GO:0071907;GO:0071910
TR576182|c4_g1_i8	GO:0001947;GO:0003356;GO:0005634;GO:0005886;GO:0005930;GO:0030324;GO:0035469;GO:0036158;GO:0036159;GO:0044458;GO:0060972;GO:0070840;GO:0071907;GO:0071910
TR576182|c4_g1_i9	GO:0001947;GO:0003356;GO:0005634;GO:0005886;GO:0005930;GO:0030324;GO:0035469;GO:0036158;GO:0036159;GO:0044458;GO:0060972;GO:0070840;GO:0071907;GO:0071910
TR576183|c0_g1_i1	
TR576183|c0_g1_i2	GO:0005262;GO:0005509;GO:0016021;GO:0050982;GO:0070588
TR576183|c0_g1_i3	
TR576183|c1_g1_i1	GO:0005262;GO:0005509;GO:0005515;GO:0016021;GO:0050982;GO:0070588
TR576184|c3_g1_i1	
TR576184|c4_g2_i3	
TR576188|c1_g2_i1	
TR576188|c1_g3_i1	GO:0001919;GO:0007040;GO:0016197;GO:0032008;GO:0042632;GO:0043410;GO:0071230;GO:0071986
TR576188|c1_g4_i1	
TR576189|c2_g1_i1	
TR576189|c2_g1_i2	
TR576191|c3_g4_i1	
TR576191|c3_g4_i2	
TR576192|c3_g5_i5	
TR576193|c0_g1_i1	GO:0016020;GO:0016021;GO:0055114
TR576193|c0_g1_i2	GO:0016020;GO:0016021;GO:0055114
TR576193|c0_g1_i6	GO:0016020;GO:0016021;GO:0016491;GO:0055114
TR576194|c2_g3_i4	GO:0005245;GO:0005515;GO:0005891;GO:0070588
TR576198|c1_g1_i5	
TR576198|c1_g1_i6	
TR576201|c2_g11_i1	
TR576217|c0_g1_i2	
TR576221|c0_g2_i10	GO:0004175;GO:0005634;GO:0008540;GO:0030234;GO:0034515;GO:0042176;GO:0043161;GO:0050790
TR576221|c0_g2_i9	GO:0000502;GO:0030234;GO:0042176;GO:0050790
TR576226|c0_g4_i3	GO:0003824
TR576229|c3_g1_i2	GO:0003674
TR576229|c3_g1_i5	GO:0003674
TR576229|c3_g1_i6	GO:0003674
TR576231|c0_g1_i1	
TR576235|c2_g3_i2	GO:0005694;GO:0006259;GO:0006974;GO:0007049;GO:0046982;GO:0071821
TR576238|c0_g1_i1	
TR576240|c1_g2_i3	GO:0003674;GO:0005576
TR576240|c1_g2_i5	GO:0003674;GO:0005576
TR576240|c1_g2_i7	GO:0003674;GO:0005576
TR576242|c0_g1_i1	GO:0043167
TR576242|c0_g1_i2	GO:0043167
TR576250|c1_g1_i1	
TR576251|c0_g1_i2	
TR576253|c2_g1_i3	
TR576254|c5_g2_i3	
TR576256|c0_g7_i1	
TR576256|c0_g8_i1	
TR576261|c0_g1_i1	
TR576261|c0_g1_i2	
TR576264|c1_g1_i1	
TR576268|c2_g1_i1	GO:0005515;GO:0005634;GO:0006355
TR576281|c2_g1_i1	GO:0005737;GO:0019901;GO:0031931;GO:0031932;GO:0032947;GO:0034399;GO:0044877;GO:0050821;GO:0051879;GO:0071902;GO:1904263;GO:1904515
TR576281|c2_g1_i5	GO:0005737;GO:0019901;GO:0031931;GO:0031932;GO:0032947;GO:0034399;GO:0044877;GO:0050821;GO:0051879;GO:0071902;GO:1904263;GO:1904515
TR576281|c2_g1_i9	GO:0005737;GO:0019901;GO:0031931;GO:0031932;GO:0032947;GO:0034399;GO:0044877;GO:0050821;GO:0051879;GO:0071902;GO:1904263;GO:1904515
TR576282|c3_g2_i2	GO:0016020;GO:0016021
TR576286|c0_g2_i1	
TR576286|c1_g1_i13	GO:0003700;GO:0006355
TR576288|c2_g1_i1	
TR576288|c2_g1_i2	
TR576288|c2_g2_i1	
TR576292|c0_g4_i1	
TR576292|c0_g4_i2	
TR576292|c0_g4_i3	
TR576301|c2_g1_i1	
TR576303|c0_g1_i1	
TR576303|c0_g1_i3	
TR576305|c1_g1_i1	
TR576315|c2_g3_i1	
TR576323|c2_g3_i1	GO:0003674
TR576323|c2_g3_i3	GO:0003676
TR576337|c0_g1_i1	
TR576337|c0_g1_i3	
TR576338|c0_g1_i1	
TR576338|c0_g1_i3	
TR576350|c0_g3_i1	GO:0008021;GO:0016020
TR576350|c0_g3_i2	GO:0008021;GO:0016020
TR576351|c0_g3_i1	
TR576359|c1_g4_i2	GO:0005737;GO:0018738;GO:0046294;GO:0052689
TR576359|c1_g4_i3	GO:0005737;GO:0018738;GO:0046294;GO:0052689
TR576361|c2_g3_i1	
TR576361|c2_g3_i2	
TR576361|c2_g3_i3	
TR576373|c4_g2_i5	
TR576374|c2_g1_i2	
TR576374|c3_g1_i1	
TR576374|c3_g1_i2	
TR576376|c0_g1_i1	
TR576382|c2_g3_i1	GO:0016021
TR576382|c2_g3_i2	GO:0016021
TR576382|c2_g3_i3	GO:0005575
TR576382|c2_g3_i4	GO:0005575
TR576383|c1_g1_i2	
TR576391|c2_g1_i1	
TR576395|c2_g1_i3	
TR576398|c0_g2_i1	
TR576399|c5_g2_i1	
TR576399|c5_g2_i2	
TR576399|c5_g2_i5	
TR576399|c5_g2_i6	
TR576399|c5_g2_i7	
TR576465|c0_g2_i3	GO:0000149;GO:0005484;GO:0005622;GO:0006836;GO:0006886;GO:0016021;GO:0017157;GO:0061025
TR576465|c0_g2_i5	GO:0000149;GO:0005484;GO:0005886;GO:0006886;GO:0008021;GO:0016021;GO:0017157;GO:0031201;GO:0031629;GO:0048278
TR576465|c0_g2_i6	GO:0000149;GO:0005484;GO:0005622;GO:0006836;GO:0006886;GO:0016021;GO:0017157;GO:0061025
TR576479|c0_g1_i1	GO:0003774;GO:0005524;GO:0006810;GO:0016459;GO:0043227;GO:0044444;GO:0048308;GO:0051641
TR576490|c0_g1_i1	GO:0003735;GO:0005840;GO:0006412;GO:0019843
TR576491|c1_g1_i1	
TR576491|c1_g1_i2	
TR576499|c0_g2_i1	GO:0005179;GO:0005576
TR576523|c3_g1_i1	
TR576525|c2_g1_i2	
TR576531|c5_g2_i1	
TR576531|c5_g2_i3	
TR576531|c5_g2_i5	
TR576531|c5_g2_i6	
TR576533|c3_g2_i1	
TR576538|c2_g2_i1	GO:0004563;GO:0005975
TR576538|c2_g2_i4	
TR576548|c0_g1_i1	
TR576548|c1_g1_i2	
TR576548|c1_g1_i3	
TR576549|c5_g1_i3	
TR576554|c2_g1_i1	
TR576554|c2_g1_i2	
TR576554|c2_g1_i4	
TR576559|c2_g5_i1	
TR576563|c4_g1_i2	
TR576563|c4_g1_i3	
TR576563|c4_g1_i4	
TR576568|c1_g1_i1	
TR576568|c1_g1_i2	
TR576571|c1_g1_i1	GO:0003746;GO:0006414;GO:0006511
TR576571|c1_g1_i2	GO:0003746;GO:0006414;GO:0006511
TR576579|c0_g1_i4	GO:0003674;GO:0005856;GO:0008150;GO:0032991
TR576579|c0_g1_i5	GO:0003674;GO:0005856;GO:0008150;GO:0032991
TR576592|c2_g3_i6	GO:0016020;GO:0016021
TR576599|c0_g2_i1	GO:0006397
TR576599|c0_g3_i2	GO:0000398;GO:0022613;GO:0044428;GO:1990904
TR576599|c0_g3_i3	GO:0000398;GO:0005654
TR576599|c0_g4_i1	
TR576607|c3_g7_i1	GO:0005506;GO:0016705;GO:0020037;GO:0055114
TR576607|c3_g7_i3	GO:0005506;GO:0016705;GO:0020037;GO:0055114
TR576608|c2_g1_i15	GO:0006464;GO:0016301;GO:0043167
TR576608|c2_g1_i18	GO:0004672;GO:0005524;GO:0005929;GO:0006468;GO:0009887
TR576612|c2_g1_i1	
TR576612|c2_g1_i4	
TR576612|c2_g2_i1	
TR576612|c2_g3_i3	GO:0003676;GO:0004824;GO:0005524;GO:0005737;GO:0006430
TR576612|c2_g3_i4	GO:0003676;GO:0004824;GO:0005524;GO:0005737;GO:0006430
TR576613|c4_g4_i2	GO:0003674
TR576616|c0_g2_i11	GO:0016020
TR576616|c0_g2_i7	GO:0016020
TR576618|c1_g1_i2	GO:0003700;GO:0005634;GO:0009058;GO:0034641
TR576618|c1_g1_i5	GO:0003700;GO:0005634;GO:0009058;GO:0034641
TR576618|c2_g1_i1	
TR576619|c1_g2_i1	GO:0005634;GO:0051276;GO:0065003
TR576620|c4_g2_i1	GO:0005975;GO:0008107;GO:0016020
TR576620|c4_g2_i2	GO:0005975;GO:0008107;GO:0016020
TR576620|c4_g2_i5	GO:0005975;GO:0008107;GO:0016020
TR576623|c0_g1_i1	
TR576623|c0_g1_i2	
TR576623|c0_g3_i1	GO:0008233
TR576623|c0_g3_i2	GO:0008233
TR576623|c0_g3_i3	
TR576626|c1_g2_i2	
TR576626|c1_g2_i8	
TR576627|c3_g1_i2	GO:0005524;GO:0006869;GO:0016021;GO:0042626;GO:0043231;GO:0055085
TR576628|c1_g3_i1	
TR576630|c2_g1_i1	
TR576630|c2_g1_i4	
TR576630|c2_g1_i6	
TR576630|c2_g1_i7	
TR576630|c2_g2_i1	
TR576631|c4_g1_i1	GO:0000166;GO:0005524;GO:0016301;GO:0016310
TR576631|c4_g1_i2	
TR576631|c4_g1_i4	GO:0000166;GO:0005524;GO:0016301;GO:0016310
TR576631|c4_g1_i6	GO:0000166;GO:0005524;GO:0016301;GO:0016310
TR576631|c4_g1_i7	
TR576631|c4_g1_i8	GO:0000166;GO:0005524;GO:0016301;GO:0016310
TR576632|c2_g3_i1	
TR576632|c2_g3_i2	
TR576632|c2_g3_i3	
TR576632|c2_g5_i1	GO:0005575
TR576632|c2_g5_i2	GO:0005575
TR576632|c2_g5_i3	GO:0005575
TR576632|c2_g5_i4	GO:0005575
TR576632|c2_g5_i5	GO:0005575
TR576632|c2_g6_i1	
TR576632|c2_g6_i2	
TR576634|c2_g1_i3	
TR576634|c2_g2_i3	
TR576634|c2_g2_i4	
TR576635|c5_g6_i1	GO:0001750;GO:0003924;GO:0005525;GO:0005764;GO:0005794;GO:0006605;GO:0007264;GO:0007596;GO:0010628;GO:0019003;GO:0019882;GO:0030141;GO:0030318;GO:0030425;GO:0031489;GO:0032402;GO:0032585;GO:0036257;GO:0042470;GO:0043316;GO:0043320;GO:0050766;GO:0070062;GO:0070382;GO:0071985;GO:0097278;GO:1903307;GO:1903428;GO:1903435;GO:1990182
TR576635|c5_g6_i3	GO:0003723;GO:0003924;GO:0003964;GO:0005525;GO:0005622;GO:0006278;GO:0007264
TR576636|c2_g2_i1	
TR576636|c2_g2_i4	
TR576636|c2_g2_i5	
TR576636|c2_g5_i1	
TR576639|c4_g3_i1	
TR576639|c5_g1_i1	
TR576640|c3_g1_i1	
TR576642|c2_g2_i2	GO:0003824;GO:0005856;GO:0043169
TR576642|c2_g2_i4	GO:0003824;GO:0005856;GO:0043169
TR576642|c2_g4_i1	
TR576642|c2_g6_i2	
TR576645|c2_g11_i2	
TR576645|c2_g3_i1	
TR576647|c3_g2_i1	
TR576650|c4_g1_i2	GO:0003774;GO:0003779;GO:0005524;GO:0016459
TR576650|c4_g4_i1	GO:0003774;GO:0003779;GO:0005524;GO:0016459
TR576651|c3_g4_i1	
TR576651|c3_g4_i3	
TR576651|c3_g5_i1	
TR576652|c3_g1_i1	
TR576652|c3_g2_i1	GO:0000398;GO:0000974;GO:0005515;GO:0005662;GO:0043066;GO:0043518;GO:0071011;GO:0071013;GO:0080008
TR576652|c3_g3_i2	GO:0003674
TR576652|c3_g4_i1	GO:0000398;GO:0000974;GO:0005515;GO:0005654;GO:0005662;GO:0005730;GO:0031965;GO:0034504;GO:0071011;GO:0071013;GO:0080008;GO:1900087
TR576652|c3_g5_i1	GO:0005515;GO:0043066;GO:0043518
TR576653|c3_g1_i1	
TR576653|c3_g1_i2	
TR576653|c3_g1_i3	
TR576654|c0_g3_i1	
TR576655|c0_g1_i3	GO:0003674
TR576655|c0_g1_i4	GO:0003674
TR576655|c0_g1_i5	GO:0003674
TR576657|c1_g3_i2	
TR576657|c1_g3_i3	
TR576657|c1_g3_i7	
TR576658|c1_g3_i3	
TR576659|c1_g1_i1	GO:0005515;GO:0048856
TR576659|c1_g1_i2	GO:0005515;GO:0048856
TR576659|c1_g1_i4	GO:0003674
TR576659|c2_g2_i1	
TR576659|c2_g3_i1	GO:0008270
TR576659|c2_g3_i3	
TR576659|c2_g3_i7	GO:0008270
TR576659|c2_g3_i8	GO:0008270
TR576660|c2_g1_i1	GO:0003674
TR576660|c2_g1_i2	GO:0003674
TR576661|c0_g1_i1	
TR576661|c0_g6_i1	GO:0000166;GO:0003746;GO:0006355;GO:0006414;GO:0032021
TR576662|c3_g4_i1	GO:0005575
TR576663|c2_g3_i1	GO:0008152;GO:0016491;GO:0031965;GO:0042175;GO:0044425
TR576663|c2_g5_i1	GO:0051786
TR576663|c2_g5_i3	GO:0051786
TR576668|c3_g2_i1	GO:0016020
TR576669|c2_g1_i1	GO:0003868;GO:0004462;GO:0009072;GO:0046872;GO:0055114
TR576669|c2_g2_i1	
TR576671|c2_g2_i1	
TR576671|c2_g3_i2	
TR576671|c2_g3_i4	
TR576671|c2_g3_i5	
TR576671|c2_g3_i6	
TR576671|c2_g5_i4	
TR576671|c2_g5_i7	
TR576672|c6_g1_i1	GO:0003676;GO:0046872
TR576673|c4_g3_i1	
TR576676|c1_g1_i2	GO:0005096;GO:0005829;GO:0005856;GO:0051056
TR576676|c1_g1_i4	GO:0005096;GO:0005829;GO:0005856;GO:0051056
TR576677|c2_g1_i1	GO:0005201;GO:0005509;GO:0031012
TR576677|c2_g1_i2	GO:0005201;GO:0005509;GO:0031012
TR576678|c1_g1_i1	
TR576678|c2_g1_i1	
TR576678|c2_g1_i2	
TR576679|c3_g2_i1	
TR576679|c3_g2_i10	
TR576679|c3_g2_i3	
TR576679|c3_g2_i8	
TR576682|c2_g4_i2	GO:0016021;GO:0055085
TR576682|c2_g4_i3	GO:0016021;GO:0055085
TR576682|c2_g4_i6	GO:0016021;GO:0055085
TR576682|c2_g6_i1	
TR576682|c2_g8_i2	
TR576683|c0_g1_i1	
TR576684|c0_g1_i1	
TR576684|c1_g3_i1	
TR576685|c1_g3_i1	GO:0000062;GO:0003995;GO:0005739;GO:0009055;GO:0016787;GO:0033539;GO:0050660;GO:0052890;GO:0055088
TR576685|c1_g3_i3	GO:0016740
TR576685|c1_g3_i5	GO:0016491;GO:0043167
TR576687|c1_g2_i3	
TR576690|c3_g1_i1	
TR576690|c4_g1_i2	
TR576690|c4_g1_i3	
TR576690|c4_g1_i4	
TR576690|c4_g1_i5	
TR576691|c5_g1_i1	GO:0003725;GO:0003924;GO:0005200;GO:0005525;GO:0005634;GO:0005737;GO:0005874;GO:0007017;GO:0031012;GO:0043209;GO:0045298;GO:0070062
TR576691|c5_g1_i3	GO:0003924;GO:0005200;GO:0005525;GO:0005737;GO:0005874;GO:0007017
TR576691|c7_g4_i1	
TR576691|c7_g4_i2	
TR576692|c1_g1_i1	GO:0003779;GO:0005543
TR576692|c1_g1_i3	GO:0003779;GO:0005543
TR576696|c2_g1_i3	GO:0008080;GO:0016021
TR576698|c2_g1_i3	
TR576706|c1_g1_i1	GO:0003723;GO:0010494;GO:0010603;GO:0034063
TR576751|c0_g1_i1	
TR576755|c4_g2_i2	
TR576755|c4_g2_i5	
TR576808|c1_g1_i6	
TR576809|c0_g1_i9	
TR576810|c0_g1_i2	
TR576811|c0_g1_i2	
TR576811|c0_g2_i2	
TR576813|c3_g1_i2	
TR576813|c3_g1_i4	
TR576813|c3_g1_i5	
TR576817|c1_g1_i1	GO:0005829;GO:0006152;GO:0008477
TR576821|c0_g1_i1	GO:0003674
TR576821|c0_g1_i2	GO:0003674
TR576833|c4_g1_i1	
TR576839|c2_g2_i1	
TR576839|c2_g2_i2	
TR576839|c2_g2_i4	
TR576848|c0_g1_i1	
TR576848|c0_g1_i3	
TR576849|c2_g1_i1	GO:0005198;GO:0005737;GO:0016192;GO:0032991
TR576849|c2_g1_i3	GO:0005198;GO:0005515;GO:0006468;GO:0006886;GO:0006888;GO:0006890;GO:0006891;GO:0016905;GO:0030126;GO:1901998
TR576857|c2_g4_i3	
TR576857|c2_g7_i2	
TR576858|c5_g1_i2	
TR576859|c1_g1_i1	
TR576859|c1_g1_i8	
TR576864|c0_g1_i1	
TR576864|c0_g1_i2	
TR576867|c2_g1_i1	GO:0004198;GO:0005622;GO:0006508
TR576868|c2_g2_i3	GO:0003674
TR576868|c2_g2_i6	GO:0003674
TR576880|c1_g1_i1	
TR576881|c0_g2_i1	
TR576882|c0_g1_i1	
TR576884|c0_g1_i2	GO:0003674
TR576884|c0_g1_i3	GO:0000166;GO:0002088;GO:0003676
TR576891|c2_g1_i1	
TR576891|c2_g1_i3	
TR576894|c5_g1_i3	
TR576894|c5_g1_i5	
TR576894|c5_g1_i6	
TR576896|c2_g1_i1	
TR576896|c2_g1_i2	
TR576896|c2_g2_i1	
TR576896|c2_g3_i1	
TR576896|c2_g3_i2	
TR576898|c0_g1_i1	
TR576898|c0_g2_i2	
TR576898|c0_g2_i3	
TR576898|c0_g2_i4	
TR576898|c0_g3_i1	GO:0005576;GO:0016491
TR576898|c0_g3_i3	GO:0005576;GO:0016491
TR576900|c3_g2_i1	GO:0016020
TR576900|c3_g2_i3	
TR576901|c3_g1_i1	
TR576901|c3_g1_i2	
TR576901|c3_g2_i2	GO:0007399;GO:0030154;GO:0048523
TR576901|c3_g3_i1	
TR576903|c0_g1_i3	GO:0003674
TR576903|c0_g2_i1	
TR576903|c0_g2_i3	
TR576904|c2_g2_i1	
TR576904|c3_g1_i1	
TR576904|c3_g1_i3	
TR576906|c2_g1_i3	GO:0003824;GO:0008152;GO:0046872
TR576906|c2_g1_i4	GO:0003824;GO:0009063;GO:0046872
TR576906|c2_g2_i1	GO:0000287;GO:0005975;GO:0016868
TR576906|c2_g2_i2	GO:0000287;GO:0004614;GO:0005829;GO:0005978;GO:0006006;GO:0019388
TR576906|c2_g2_i3	GO:0000287;GO:0005975;GO:0016868
TR576907|c3_g2_i1	GO:0006325;GO:0008152;GO:0016740
TR576907|c3_g4_i1	GO:0000086;GO:0004402;GO:0005671;GO:0005737;GO:0030274;GO:0043966
TR576909|c3_g1_i2	
TR576909|c3_g4_i1	
TR576909|c3_g4_i2	
TR576912|c1_g1_i1	GO:0043167
TR576912|c1_g1_i2	GO:0043167
TR576913|c3_g5_i1	
TR576913|c3_g6_i1	
TR576915|c3_g2_i1	GO:0005575;GO:0006464;GO:0009058;GO:0016757
TR576915|c3_g2_i2	
TR576915|c3_g2_i5	
TR576915|c3_g2_i6	
TR576915|c3_g2_i7	GO:0005575;GO:0006464;GO:0009058;GO:0016757
TR576915|c3_g2_i8	GO:0005575;GO:0006464;GO:0009058;GO:0016757
TR576917|c1_g1_i1	
TR576917|c1_g1_i2	
TR576921|c1_g2_i1	GO:0003674
TR576921|c1_g2_i2	GO:0003674
TR576921|c1_g3_i3	GO:0000981;GO:0003676;GO:0003677;GO:0005654;GO:0005737;GO:0006357;GO:0046983
TR576921|c1_g3_i6	GO:0000981;GO:0003676;GO:0003677;GO:0005654;GO:0005737;GO:0006357;GO:0046983
